"Lastname","Gender","Sherpa","Nation","Year","Reason"
"Lhakpa Tshering Iv (Lhakpa Tshiri)","m","Sherpa","NEP","2009",""
"Lhakpa Wangchu","m","Sherpa","NEP","2009",""
"Martini","m","","ITA","2009",""
"Massimo","m","","ITA","2009",""
"Mingma Dorje Iii","m","Sherpa","NEP","2009",""
"Mingmar Dorje","m","Sherpa","NEP","2009",""
"Mra","m","","IND","2009",""
"Na Dorje","m","Sherpa","NEP","2009",""
"Nava Falcón","m","","MEX","2009",""
"Nima Iv","m","Sherpa","NEP","2009",""
"Nima Dorje V","m","Sherpa","NEP","2009",""
"Nima Kancha I","m","Sherpa","NEP","2009",""
"Nima Ongdi","m","Sherpa","NEP","2009",""
"Nuru Gyalzen","m","Sherpa","NEP","2009",""
"Panwar","m","","IND","2009",""
"Pasang Ii","m","Sherpa","NEP","2009",""
"Pasang Dawa I (Pa Dawa, Pando)","m","Sherpa","NEP","2009",""
"Pasang Dawa Ii","m","Sherpa","NEP","2009",""
"Pasang Kaji","m","Sherpa","NEP","2009",""
"Pasang Kami Iii","m","Sherpa","NEP","2009",""
"Pasang Kami Iv","m","Sherpa","NEP","2009",""
"Pasang Karma","m","Sherpa","NEP","2009",""
"Pasang Nima Ii","m","Sherpa","NEP","2009",""
"Pasang Norbu Ii","m","Sherpa","NEP","2009",""
"Pasang Temba Ii","m","Sherpa","NEP","2009",""
"Patil","f","","IND","2009",""
"Pema (I)","m","Sherpa","NEP","2009",""
"Pema Dorje Ii","m","Sherpa","NEP","2009",""
"Pemba Chhuti (Pemba Chhoti)","m","Sherpa","NEP","2009",""
"Pemba Nurbu I","m","Sherpa","NEP","2009",""
"Pemba Tenzing I","m","Sherpa","NEP","2009",""
"Phur Temba","m","Sherpa","NEP","2009",""
"Phurba I","m","Sherpa","NEP","2009",""
"Phurba Chhiri (Phurba Tshering)","m","Sherpa","NEP","2009",""
"Phurba Tashi","m","Sherpa","NEP","2009",""
"Pizarro","m","","CAN","2009",""
"Pritzker","m","","USA","2009",""
"Qiu","m","","USA","2009",""
"Rambøl","m","","NOR","2009",""
"Rana","m","","IND","2009",""
"Rawat","m","","IND","2009",""
"Rawat","m","","IND","2009",""
"Rinjen","m","Sherpa","NEP","2009",""
"Ritemba","m","Sherpa","NEP","2009",""
"Schwinte","m","","F","2009",""
"Semwal","m","","IND","2009",""
"Shera Gyalzen","m","Sherpa","NEP","2009",""
"Shinozaki","m","","JAP","2009",""
"Šijan","f","","CRO","2009",""
"Singh","m","","CAN","2009",""
"Son Dorje","m","Sherpa","NEP","2009",""
"Staples","m","","NZ","2009",""
"Takada","m","","JAP","2009",""
"Tashi Tshering Ii (Tashi Chhiring)","m","Sherpa","NEP","2009",""
"Tashi Tshering Iii","m","Sherpa","NEP","2009",""
"Thukten Dorje","m","Sherpa","NEP","2009",""
"Tsang","m","","CHN","2009",""
"Tshering Namgyal (Ang Namgyal)","m","Sherpa","NEP","2009",""
"Tshering Tashi I","m","Sherpa","NEP","2009",""
"Ugyan","f","","HUN","2009",""
"Vrbek","f","","CRO","2009",""
"Westgate","f","","UK","2009",""
"Ziebarth","m","","GER","2009",""
"Aupperle","m","","USA","2009",""
"Dawa Dorje","m","Sherpa","NEP","2009",""
"Dawa Finjo Lama Bhote","m","","NEP","2009",""
"Dawa Nuru I (Da Nuru)","m","Sherpa","NEP","2009",""
"Dawa Tenzing I (Da Tenzing)","m","Sherpa","NEP","2009",""
"Dorje Khatri","m","","NEP","2009",""
"Edwards","m","","UK","2009",""
"Erichsrud","m","","NOR","2009",""
"Farris","m","","USA","2009",""
"Grønnerøe","m","","NOR","2009",""
"Guest","m","","CAN","2009",""
"James","m","","UK","2009",""
"Jangbu X","m","Sherpa","NEP","2009",""
"Kolchev","m","","BUL","2009",""
"Kolcheva (B Stanimirova)","f","","BUL","2009",""
"Lee","f","","SIN","2009",""
"Lhakpa Nuru Viii","m","Sherpa","NEP","2009",""
"Merle","m","","USA","2009",""
"Namgyal Tshering (Namgyal Chhiri)","m","Sherpa","NEP","2009",""
"Nawang Tenzing I","m","Sherpa","NEP","2009",""
"Nima Karma","m","Sherpa","NEP","2009",""
"Noble","m","","UK","2009",""
"Nuru Wangchu","m","Sherpa","NEP","2009",""
"Nyquist","m","","NOR","2009",""
"Pasang Rinji Ii","m","Sherpa","NEP","2009",""
"Phinzo Ii (Phinjo)","m","Sherpa","NEP","2009",""
"Phu Tashi I","m","Sherpa","NEP","2009",""
"Shea","m","","USA","2009",""
"Sonam Dorje","m","Sherpa","NEP","2009",""
"Soo","f","","SIN","2009",""
"Surendra Kumar Gurung","m","","NEP","2009",""
"Sutcliffe","m","","UK","2009",""
"Thomas","m","","UK","2009",""
"Williams","m","","UK","2009",""
"Ang Chhiring Ii","m","Sherpa","NEP","2009",""
"Ang Kaji (Ang Kazi)","m","Sherpa","NEP","2009",""
"Ang Karma Iii","m","Sherpa","NEP","2009",""
"Ang Mingma (Mingma)","m","Sherpa","NEP","2009",""
"Ang Sonam (Pasang Sona)","m","Sherpa","NEP","2009",""
"Arnot","f","","USA","2009",""
"Boulanger","m","","F","2009",""
"Boyer","m","","USA","2009",""
"Burke","m","","USA","2009",""
"Chuwang Nima (Chhewang Nima)","m","Sherpa","NEP","2009",""
"Coney","m","","NZ","2009",""
"Dawa Nuru Iv (Da Nuru)","m","Sherpa","NEP","2009",""
"Dawa Temba Ii (Da Temba)","m","Sherpa","NEP","2009",""
"Dawa Tshering Iii (Dawa Chhiri)","m","Sherpa","NEP","2009",""
"Delahanty","f","","USA","2009",""
"Dorje Sonam Gyalzen","m","Sherpa","NEP","2009",""
"Du Puy","m","","USA","2009",""
"Geist","m","","USA","2009",""
"Hahn","m","","USA","2009",""
"Harvey","m","","USA","2009",""
"Herschke","m","","F","2009",""
"Horst","m","","USA","2009",""
"Kami Chhiring I","m","Sherpa","NEP","2009",""
"Kami Chhiring Ii (Kami Tshering)","m","Sherpa","NEP","2009",""
"Kami Nuru","m","Sherpa","NEP","2009",""
"Kami Rita I (Topke)","m","Sherpa","NEP","2009",""
"Kojetin","m","","SA","2009",""
"Kuraoka","m","","JAP","2009",""
"Lakpa Nuru","m","Sherpa","NEP","2009",""
"Laserer","m","","A","2009",""
"Leclaire","f","","USA","2009",""
"Lhakpa Nuru Iv","m","Sherpa","NEP","2009",""
"Lhakpa Nuru Xv","m","Sherpa","NEP","2009",""
"Lhakpa Rita I","m","Sherpa","NEP","2009",""
"Macklin","m","","UK","2009",""
"Madison","m","","USA","2009",""
"Mckinley","m","","NZ","2009",""
"Mingma Chhiri I (Mingma Chhiring)","m","Sherpa","NEP","2009",""
"Morales","m","","PAN","2009",""
"Nga Tenji","m","Sherpa","NEP","2009",""
"Ngima Sona (Nima Sona)","m","Sherpa","NEP","2009",""
"Nima Dorje Tamang (Kala)","m","","NEP","2009",""
"Nima Tenzing I","m","Sherpa","NEP","2009",""
"Nima Tenzing Ii","m","Sherpa","NEP","2009",""
"Notenboom","f","","NL","2009",""
"Parker","m","","USA","2009",""
"Pasang Rita Ii (Pa Rita)","m","Sherpa","NEP","2009",""
"Pemba Nuru Iv","m","Sherpa","NEP","2009",""
"Phuchhanga (Puchhang) Bhote","m","","NEP","2009",""
"Phura Kancha (Fur Kancha)","m","Sherpa","NEP","2009",""
"Rita Dorje (Ang Rita Dorje)","m","Sherpa","NEP","2009",""
"Robinson","m","","AUS","2009",""
"Saito","m","","JAP","2009",""
"Samden (Sonam) Bhote","m","","NEP","2009",""
"Schneider","f","","USA","2009",""
"Slachman","m","","USA","2009",""
"Takiguchi","f","","JAP","2009",""
"Tamura","m","","JAP","2009",""
"Tenzing Dorje","m","Sherpa","NEP","2009",""
"Tshering Dorje I","m","Sherpa","NEP","2009",""
"Tshering Dorje Iii","m","Sherpa","NEP","2009",""
"Tshering Tashi Ii","m","Sherpa","NEP","2009",""
"Turner","m","","USA","2009",""
"Waterfall","m","","USA","2009",""
"Whetu","m","","NZ","2009",""
"Woodward","m","","NZ","2009",""
"Yoshida","m","","JAP","2009",""
"Lhakpa Nuru X","m","Sherpa","NEP","2009","Avalanche"
"Kazi Lama","m","Sherpa","NEP","2009","other"
"Chrzaszcz","m","","CZE","2009","other"
"Wu","m","","CHN","2009","Altitude sickness"
"Ziebarth","m","","GER","2009","Altitude sickness"
"Ballinger","m","","UK","2010",""
"Chuwang Nima (Chhewang Nima)","m","Sherpa","NEP","2010",""
"Dorje Sonam Gyalzen","m","Sherpa","NEP","2010",""
"Finjo Dorje (Phinjo Dorje)","m","Sherpa","NEP","2010",""
"Kami Rita I (Topke)","m","Sherpa","NEP","2010",""
"Nima Karma","m","Sherpa","NEP","2010",""
"Phu Tshering","m","Sherpa","NEP","2010",""
"Phura Kancha (Fur Kancha)","m","Sherpa","NEP","2010",""
"Phurba Tashi","m","Sherpa","NEP","2010",""
"Rita Dorje (Ang Rita Dorje)","m","Sherpa","NEP","2010",""
"De Beaudrap","f","","CAN","2010",""
"Namgyal Tshering (Namgyal Chhiri)","m","Sherpa","NEP","2010",""
"O'dochartaigh","m","","IRE","2010",""
"Pemba Ii","m","Sherpa","NEP","2010",""
"Anaya","m","","MEX","2010",""
"Ang Kami Iv","m","Sherpa","NEP","2010",""
"Ang Kazi","m","Sherpa","NEP","2010",""
"Ang Namgyal","m","Sherpa","NEP","2010",""
"Ang Phurba Vi","m","Sherpa","NEP","2010",""
"Arita","m","Sherpa","NEP","2010",""
"Attard","m","","MT","2010",""
"Avila","m","","COL","2010",""
"Baek","m","","SK","2010",""
"Bhimsen Shah Thakuri","m","","NEP","2010",""
"Bird","m","","USA","2010",""
"Biswas","m","","IND","2010",""
"Bosch","m","","E","2010",""
"Cardona","m","","COL","2010",""
"Casserley","m","","UK","2010",""
"Chayang Jangbu (Jyabu) Bhote","m","","NEP","2010",""
"Chewang Dorje Ii","m","Sherpa","NEP","2010",""
"Chhong Karma","m","Sherpa","NEP","2010",""
"Chimi Tashi (Qimi Tashi)","m","","CHN","2010",""
"Cho","m","","SK","2010",""
"Clarke","m","","CAN","2010",""
"Claytor","m","","USA","2010",""
"Cool","m","","UK","2010",""
"Cremona","m","","MT","2010",""
"Dawa Finchok","m","Sherpa","NEP","2010",""
"Dawa Tashi Ii","m","Sherpa","NEP","2010",""
"Dawa Tshering Iii (Dawa Chhiri)","m","Sherpa","NEP","2010",""
"Ding","m","","CHN","2010",""
"Dorje Gyalzen","m","Sherpa","NEP","2010",""
"Fang","m","","CHN","2010",""
"Finlayson","m","","UK","2010",""
"Finlayson","m","","UK","2010",""
"Gatt","m","","MT","2010",""
"Heo","m","","SK","2010",""
"Heo","m","","SK","2010",""
"Hollingworth","m","","AUS","2010",""
"Hu","m","","CHN","2010",""
"Huang","m","","CHN","2010",""
"Jang","m","","SK","2010",""
"Jangbu Xi","m","Sherpa","NEP","2010",""
"Joshi","m","","NEP","2010",""
"Kami I (Kame)","m","Sherpa","NEP","2010",""
"Kami Tshering (Ang Chhiring)","m","Sherpa","NEP","2010",""
"Kedup (Kydop, Ketsu)","m","","CHN","2010",""
"Kim","m","","SK","2010",""
"Kim","m","","SK","2010",""
"Kim","m","","SK","2010",""
"Kobold","m","","GER","2010",""
"Lhakpa Viii","m","Sherpa","NEP","2010",""
"Lhakpa Ix","m","Sherpa","NEP","2010",""
"Lhakpa Dorje Iii","m","Sherpa","NEP","2010",""
"Lhakpa Gelu I","m","Sherpa","NEP","2010",""
"Lhakpa Nuru Xi","m","Sherpa","NEP","2010",""
"Lhakpa Nuru Xv","m","Sherpa","NEP","2010",""
"Lhakpa Thundu I","m","Sherpa","NEP","2010",""
"Lhakpa Tshering Viii","m","Sherpa","NEP","2010",""
"Lhakpa Wangchu","m","Sherpa","NEP","2010",""
"Lobsang Ii","m","Sherpa","NEP","2010",""
"Luda","m","","CHN","2010",""
"Luo","m","","CHN","2010",""
"Martínez","f","","MEX","2010",""
"Mazur","m","","CAN","2010",""
"Mingma Tenzi","m","Sherpa","NEP","2010",""
"Mingma Tshering I (Mingma Tsiri)","m","Sherpa","NEP","2010",""
"Mingmar","m","Sherpa","NEP","2010",""
"Morgado","m","","BRA","2010",""
"Ngawang Dorje","m","","CHN","2010",""
"Nima Chhiri","m","Sherpa","NEP","2010",""
"Nima Dorje Tamang (Kala)","m","","NEP","2010",""
"Nima Gombu (Gombu)","m","Sherpa","NEP","2010",""
"Norbu Dhondup (Small)","m","","CHN","2010",""
"Norris","f","","UK","2010",""
"Pasang Dawa I (Pa Dawa, Pando)","m","Sherpa","NEP","2010",""
"Pasang Phutar","m","Sherpa","NEP","2010",""
"Pasang Tarke (Pasang Tagqu)","m","","CHN","2010",""
"Pasang Tenzing Ii","m","Sherpa","NEP","2010",""
"Pema Tshering Ii (Pem Chhiri)","m","Sherpa","NEP","2010",""
"Pemba Chhuti (Pemba Chhoti)","m","Sherpa","NEP","2010",""
"Pemba Dhondup (Bianba Dunzhu)","m","","CHN","2010",""
"Pemba Dorje I","m","Sherpa","NEP","2010",""
"Pemba Dorje V","m","Sherpa","NEP","2010",""
"Pemba Jangbu","m","Sherpa","NEP","2010",""
"Pemba Tsering (Small)","m","","CHN","2010",""
"Phu Dorje Iv (Fu Dorji, Fudorjee)","m","Sherpa","NEP","2010",""
"Prem Dorchi Lama (Pema Dorchi Lama)","m","Sherpa","NEP","2010",""
"Räihä","f","","SF","2010",""
"Ritemba","m","Sherpa","NEP","2010",""
"Ruddle","m","","UK","2010",""
"Saunders","m","","UK","2010",""
"Searle","m","","UK","2010",""
"Serap (Sherap)","m","Sherpa","NEP","2010",""
"Shah","m","","NEP","2010",""
"Shin","m","","SK","2010",""
"Simper","m","","USA","2010",""
"Singha Roy","m","","IND","2010",""
"Solie","m","","USA","2010",""
"Sona","m","Sherpa","NEP","2010",""
"Sousa","m","","POR","2010",""
"Sun","m","","CHN","2010",""
"Sunde-Rasmussen","m","","NOR","2010",""
"Tashi Ii","m","Sherpa","NEP","2010",""
"Tashi Lhakpa","m","Sherpa","NEP","2010",""
"Tashi Tshering (Zhaxi Ciren) 3","m","","CHN","2010",""
"Tenzing (Den Zeng)","m","","CHN","2010",""
"Thumba (Dompa)","m","","CHN","2010",""
"Thurmer","m","","USA","2010",""
"Tsering Dorje Ii (Cering Doje)","m","","CHN","2010",""
"Tshering Dorje Iv (Tshiring Dorjee)","m","Sherpa","NEP","2010",""
"Tshering Namgyal (Ang Namgyal)","m","Sherpa","NEP","2010",""
"Tshering Pemba","m","Sherpa","NEP","2010",""
"Ugyan","f","","HUN","2010",""
"Wang Dorchi (Ang Dorje)","m","Sherpa","NEP","2010",""
"Wangchukal (Onjukal)","m","Sherpa","NEP","2010",""
"Wangdu Ii (Wangqing)","m","","CHN","2010",""
"Weidlich","f","","USA","2010",""
"Yuan","m","","CHN","2010",""
"Bak","m","","POL","2010",""
"Dawa V","m","Sherpa","NEP","2010",""
"Kul Bahadur Magar","m","","NEP","2010",""
"Lhakpa Chhiri I (Sonam)","m","Sherpa","NEP","2010",""
"Lin","m","","TAI","2010",""
"Prask","f","","POL","2010",""
"Agata","m","","JAP","2010",""
"Ang Chhiring Ii","m","Sherpa","NEP","2010",""
"Ang Dorje Ii (Chuldim Dorje)","m","Sherpa","NEP","2010",""
"Ang Pasang Vii","m","Sherpa","NEP","2010",""
"Apa (Appa)","m","Sherpa","NEP","2010",""
"Baldo","m","","CAN","2010",""
"Ballinger","m","","UK","2010",""
"Chen","f","","CHN","2010",""
"Courtois","m","","F","2010",""
"Da Tendi (Da Dendi)","m","Sherpa","NEP","2010",""
"Davison","m","","NZ","2010",""
"Dawa Jangbu I (Da Jangbu I)","m","Sherpa","NEP","2010",""
"Dawa Tenzing Iii","m","Sherpa","NEP","2010",""
"Dorje I","m","Sherpa","NEP","2010",""
"Dorje Sonam Gyalzen","m","Sherpa","NEP","2010",""
"Drnek","m","","USA","2010",""
"Hampson-Tindale","m","","NZ","2010",""
"Haydock","m","","IRE","2010",""
"Jaatinen","m","","SF","2010",""
"Kadoya","m","","JAP","2010",""
"Kuraoka","m","","JAP","2010",""
"Laaff","m","","GER","2010",""
"Lakpa Nuru","m","Sherpa","NEP","2010",""
"Lama Dawa","m","Sherpa","NEP","2010",""
"Lhakpa Dorje Iv","m","Sherpa","NEP","2010",""
"Lhakpa Nuru Iv","m","Sherpa","NEP","2010",""
"Li","m","","CHN","2010",""
"Liaño","m","","MEX","2010",""
"Lobsang Temba","m","Sherpa","NEP","2010",""
"Lu","m","","CHN","2010",""
"Lundgren","f","","USA","2010",""
"Moro","m","","ITA","2010",""
"Namgyal Ii","m","Sherpa","NEP","2010",""
"Namgyal Iii","m","Sherpa","NEP","2010",""
"Nawang Karsang Ii","m","Sherpa","NEP","2010",""
"Ngawang (Nawang Pasang)","m","Sherpa","NEP","2010",""
"Ngima Nuru","m","Sherpa","NEP","2010",""
"Ngima Sona (Nima Sona)","m","Sherpa","NEP","2010",""
"Nielsen","m","","DK","2010",""
"Nima V","m","Sherpa","NEP","2010",""
"Nima Tenzing Ii","m","Sherpa","NEP","2010",""
"Nima Tshering I (Ngima Chhiri)","m","Sherpa","NEP","2010",""
"Nima Tshering Ii","m","Sherpa","NEP","2010",""
"Pasang Bhote I (Pasang Lama Bhote)","m","","NEP","2010",""
"Pasang Kami Iii","m","Sherpa","NEP","2010",""
"Pasang Karma","m","Sherpa","NEP","2010",""
"Pasang Nima Ii","m","Sherpa","NEP","2010",""
"Pasang Nuru Iii","m","Sherpa","NEP","2010",""
"Pasang Rita Ii (Pa Rita)","m","Sherpa","NEP","2010",""
"Pasang Temba Ii","m","Sherpa","NEP","2010",""
"Pedersen","f","","DK","2010",""
"Pema Nuru","m","Sherpa","NEP","2010",""
"Pemba Chhoti I","m","Sherpa","NEP","2010",""
"Pemba Nuru Iv","m","Sherpa","NEP","2010",""
"Phurba Tashi","m","Sherpa","NEP","2010",""
"Phurba Tenzing Ii","m","Sherpa","NEP","2010",""
"Pitkämäki","m","","SF","2010",""
"Ramsden","f","","SA","2010",""
"Rita Dorje (Ang Rita Dorje)","m","Sherpa","NEP","2010",""
"Roberts","m","","NZ","2010",""
"Romero","m","","USA","2010",""
"Romero","m","","USA","2010",""
"Saikaly","m","","CAN","2010",""
"Sange Dorje","m","Sherpa","NEP","2010",""
"Sodha","f","","IND","2010",""
"Son Dorje","m","Sherpa","NEP","2010",""
"Sonam Tshering Ii (Ang Sona)","m","Sherpa","NEP","2010",""
"Sonam Tshering Iii","m","Sherpa","NEP","2010",""
"Tashi Tshering Ii (Tashi Chhiring)","m","Sherpa","NEP","2010",""
"Tashi Tshering Iii","m","Sherpa","NEP","2010",""
"Temba Ii","m","Sherpa","NEP","2010",""
"Tshering Phinjo","m","Sherpa","NEP","2010",""
"Tshering Tashi Ii","m","Sherpa","NEP","2010",""
"Vajpai","m","","IND","2010",""
"Vermas","m","","SF","2010",""
"Viti","m","","USA","2010",""
"Wang","m","","CHN","2010",""
"Wang","f","","CHN","2010",""
"Wang","m","","CHN","2010",""
"Woodward","m","","NZ","2010",""
"Abbott","f","","USA","2010",""
"All","m","","USA","2010",""
"Allen","m","","USA","2010",""
"Al-Siyabi","m","","OMA","2010",""
"Anderson","m","","USA","2010",""
"Ang Chhiring Iii (Ang Tseri)","m","Sherpa","NEP","2010",""
"Ang Gelu Ii","m","Sherpa","NEP","2010",""
"Ang Gyalzen Iv","m","Sherpa","NEP","2010",""
"Ang Jangbu Iii (Phura Jangbu)","m","Sherpa","NEP","2010",""
"Ang Pemba I","m","Sherpa","NEP","2010",""
"Armesto","m","","ARG","2010",""
"Arnot","f","","USA","2010",""
"Benegas","m","","USA","2010",""
"Benegas","m","","USA","2010",""
"Berry","m","","UK","2010",""
"Blečić","m","","MNE","2010",""
"Boaz","m","","USA","2010",""
"Bock","m","","AUS","2010",""
"Boisnard","m","","F","2010",""
"Cardona","f","","GUA","2010",""
"Carstens","m","","SA","2010",""
"Čeliković","m","","SER","2010",""
"Chapman","m","","USA","2010",""
"Cheddar","m","Sherpa","NEP","2010",""
"Chiocconi","m","","ARG","2010",""
"Cohen","m","","SA","2010",""
"Crampton","m","","UK","2010",""
"Da Chhemba (Dachhamba)","m","Sherpa","NEP","2010",""
"Da Kusang","m","Sherpa","NEP","2010",""
"Da Ongchhu","m","Sherpa","NEP","2010",""
"Dawa Gyalje (Dawa Gyalzen)","m","Sherpa","NEP","2010",""
"Dawa Sona (Da Sonam)","m","Sherpa","NEP","2010",""
"Dawa Tshering Iv","m","Sherpa","NEP","2010",""
"Dawson","m","","CAN","2010",""
"Deza","m","","ARG","2010",""
"Dorje Khatri","m","","NEP","2010",""
"Fairhurst","m","","CAN","2010",""
"Fejtek (B ?)","f","","USA","2010",""
"Fejtek","m","","USA","2010",""
"Filkov","m","","RUS","2010",""
"Finjo Dorje (Phinjo Dorje)","m","Sherpa","NEP","2010",""
"Gallosi","m","","ITA","2010",""
"Gernez","m","","F","2010",""
"Hamill","m","","USA","2010",""
"Hancock","m","","CAN","2010",""
"Hanna","m","","UK","2010",""
"Holstad","m","","NOR","2010",""
"Hug","m","","CH","2010",""
"Hyryläinen","f","","SF","2010",""
"Ibrahim","m","","BAN","2010",""
"Igo","m","","USA","2010",""
"Jack","m","","USA","2010",""
"Jamling Bhote","m","","NEP","2010",""
"Juutinen","m","","SF","2010",""
"Jyamchang Bhote","m","","NEP","2010",""
"Kailash Tamang","m","","NEP","2010",""
"Kalden Phura","m","Sherpa","NEP","2010",""
"Kami Rita Ii","m","Sherpa","NEP","2010",""
"Kancha Nuru Ii","m","Sherpa","NEP","2010",""
"Kancha Nuru Iii","m","Sherpa","NEP","2010",""
"Kapitulik","m","","USA","2010",""
"Karma Gyalgen (Karma Gyalzen)","m","Sherpa","NEP","2010",""
"Karma Gyalzen Vi","m","Sherpa","NEP","2010",""
"Karma Rita","m","Sherpa","NEP","2010",""
"Kumar Sankaran","m","","SIN","2010",""
"Lal Bahadur Jirel","m","","NEP","2010",""
"Laughton","m","","UK","2010",""
"Lhakpa X","m","Sherpa","NEP","2010",""
"Lhakpa Chhiri I (Sonam)","m","Sherpa","NEP","2010",""
"Lhakpa Gyalzen Iii","m","Sherpa","NEP","2010",""
"Lhakpa Nuru V","m","Sherpa","NEP","2010",""
"Lhakpa Nuru Viii","m","Sherpa","NEP","2010",""
"Lhakpa Nuru Xiv","m","Sherpa","NEP","2010",""
"Lhakpa Rangdu","m","Sherpa","NEP","2010",""
"Lichota","f","","POL","2010",""
"Lien","m","","SIN","2010",""
"Mahruki","m","","TUR","2010",""
"Mašek","m","","CZE","2010",""
"Miller","m","","A","2010",""
"Mingma Dorje Iii","m","Sherpa","NEP","2010",""
"Mingma Gelu","m","Sherpa","NEP","2010",""
"Mingma Gyabu","m","Sherpa","NEP","2010",""
"Mingma Nuru Iv","m","Sherpa","NEP","2010",""
"Mingma Nuru V","m","Sherpa","NEP","2010",""
"Mingma Tshering Vi","m","Sherpa","NEP","2010",""
"Morton","m","","USA","2010",""
"Namgyal Tshering (Namgyal Chhiri)","m","Sherpa","NEP","2010",""
"Nga Tenji","m","Sherpa","NEP","2010",""
"Niemeier","m","","GER","2010",""
"Nima Ii (Ngima)","m","Sherpa","NEP","2010",""
"Nima Grimen","m","Sherpa","NEP","2010",""
"Nima Nuru Iii","m","Sherpa","NEP","2010",""
"Nima Ongdi","m","Sherpa","NEP","2010",""
"Nima Tendu (Nima Thenduk)","m","Sherpa","NEP","2010",""
"Nima Tshering Iii","m","Sherpa","NEP","2010",""
"Nurbu Bhote Lama","m","","NEP","2010",""
"O´Mahoney","m","","AUS","2010",""
"O´Meara","m","","USA","2010",""
"Palden Namgye (Palden Namgyal)","m","Sherpa","NEP","2010",""
"Pasang Vi","m","Sherpa","NEP","2010",""
"Pasang Viii","m","Sherpa","NEP","2010",""
"Pasang Angchuk","m","Sherpa","NEP","2010",""
"Pasang Dawa Iv","m","Sherpa","NEP","2010",""
"Pasang Gombu","m","Sherpa","NEP","2010",""
"Pasang Jangbu","m","Sherpa","NEP","2010",""
"Pasang Kaji","m","Sherpa","NEP","2010",""
"Pasang Nima Iii","m","Sherpa","NEP","2010",""
"Pasang Nuru V","m","Sherpa","NEP","2010",""
"Pasang Rinji Ii","m","Sherpa","NEP","2010",""
"Pasang Rita I","m","Sherpa","NEP","2010",""
"Pasang Temba Iii (Pasang)","m","Sherpa","NEP","2010",""
"Pasang Tendi Iii","m","Sherpa","NEP","2010",""
"Pasang Tharke Ii","m","Sherpa","NEP","2010",""
"Pasang Wangchu I","m","Sherpa","NEP","2010",""
"Peacock","m","","UK","2010",""
"Pechhumbe","m","Sherpa","NEP","2010",""
"Pem Chhiri","m","Sherpa","NEP","2010",""
"Pema Chhiring (Pema Chhiri)","m","Sherpa","NEP","2010",""
"Pemba Chhotar","m","Sherpa","NEP","2010",""
"Pemba Tenzing I","m","Sherpa","NEP","2010",""
"Phethran","m","","UK","2010",""
"Phi Lama Tamang","m","","NEP","2010",""
"Phinzo Ii (Phinjo)","m","Sherpa","NEP","2010",""
"Phu Tashi Iv","m","Sherpa","NEP","2010",""
"Phur Gyalzen I (Fur Geljen)","m","Sherpa","NEP","2010",""
"Phura Gyalzen (Phurba Gyalzen)","m","Sherpa","NEP","2010",""
"Phurba Ii","m","Sherpa","NEP","2010",""
"Phurba Ongel","m","Sherpa","NEP","2010",""
"Phurba Ridar Bhote","m","","NEP","2010",""
"Proverbio","m","","ARG","2010",""
"Puente","m","","ARG","2010",""
"Ralph","m","","UK","2010",""
"Ranner","m","","A","2010",""
"Reckord","m","","USA","2010",""
"Redar Lama Bhote","m","","NEP","2010",""
"Renje Lhakpa (Renjin Lhakpa)","m","Sherpa","NEP","2010",""
"Rigney","m","","IRE","2010",""
"Rinjen","m","Sherpa","NEP","2010",""
"Robertson","m","","AUS","2010",""
"Sange I","m","Sherpa","NEP","2010",""
